objectid;Statut;Status;Status;Gestionnaire;Beheerder;Manager;Réseau;Netwerk;Network;Catégorie;Categorie;Category;Type;Type;Type;type_concat_fr;type_concat_nl;type_concat_en;Heures d'ouverture;Accessibilité;Toegankelijkheid;Accessibility;Tarification;Tarieven;Pricing;Localisation;Locatie;Location;Adresse;Adres;Code postal;Commune;Gemeente;Quartier;Wijk;name_concat;address_concat_fr;address_concat_nl;Google Maps;Google Street View;Geo Point;Geo Shape
7047;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";lu:12-18 ma-me:10-18 ve:10-18 je,sa,di:fermé;PMR;PBM;PRM;Gratuit;Gratis;Free;Bibliothèque Bruegel;Bibliothèque Bruegel;Bibliothèque Bruegel;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.836559604216305%2C4.347925167741333;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.836559604216305%2C4.347925167741333;50.8365596087, 4.3479251692;"{""coordinates"": [4.3479251692, 50.8365596087], ""type"": ""Point""}"
7052;Existant;Bestaand;Existing;?;?;?;?;?;;?;?;;toilette;toilet;toilet;toilette (? / ?);toilet (? / ?);toilet ( / ?);Di-Lu:Fermé Ma-Ve:1230-18 Sa:9-12;?;?;?;Gratuit;Gratis;Free;BDthèque;BDthèque;BDthèque;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette ? (?) / ? toilet (?) / ? toilet ();Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84151424907256%2C4.35604590120011;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84151424907256%2C4.35604590120011;50.8415142491, 4.3560459083;"{""coordinates"": [4.3560459083, 50.8415142491], ""type"": ""Point""}"
975;Existant;Bestaand;Existing;Bruxelles Environnement;Leefmilieu Brussel;Bruxelles Environnement;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Bruxelles Environnement);toilet (openbaar netwerk / Leefmilieu Brussel);toilet (public network / Bruxelles Environnement);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;Parc d'Osseghem / Ossegempark;Parc d'Osseghem / Ossegempark;Parc d'Osseghem / Ossegempark;;;1020;Bruxelles;Brussel;Laeken;Laken;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.89300972924855%2C4.34536329645069;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89300972924855%2C4.34536329645069;50.8930097248, 4.3453633036;"{""coordinates"": [4.3453633036, 50.8930097248], ""type"": ""Point""}"
7042;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";lu-je: 1130-20 Ve-Sa: 1130-22 fermé le dimanc;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Miam;Le Miam;Le Miam;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.852326823064296%2C4.353473751407297;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.852326823064296%2C4.353473751407297;50.8523268213, 4.3534737542;"{""coordinates"": [4.3534737542, 50.8523268213], ""type"": ""Point""}"
679;Existant;Bestaand;Existing;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;;;;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.845108729126814%2C4.355376370444465;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.845108729126814%2C4.355376370444465;50.8451087255, 4.3553763648;"{""coordinates"": [4.3553763648, 50.8451087255], ""type"": ""Point""}"
680;Existant;Bestaand;Existing;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;;;;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84561224540931%2C4.346010793979983;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84561224540931%2C4.346010793979983;50.8456122445, 4.3460107926;"{""coordinates"": [4.3460107926, 50.8456122445], ""type"": ""Point""}"
694;Existant;Bestaand;Existing;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;;;;;;1020;Bruxelles;Brussel;Laeken;Laken;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.89115669790365%2C4.345776818508288;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89115669790365%2C4.345776818508288;50.8911566934, 4.3457768256;"{""coordinates"": [4.3457768256, 50.8911566934], ""type"": ""Point""}"
1609;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";08:00 - 00:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Forum Café;Forum Café;Forum Café;;;1020;Bruxelles;Brussel;Laeken;Laken;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.896628478019416%2C4.328352691128231;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.896628478019416%2C4.328352691128231;50.8966284753, 4.3283526911;"{""coordinates"": [4.3283526911, 50.8966284753], ""type"": ""Point""}"
2242;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";14:00 - 22:30;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Garden City;Garden City;Garden City;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.849922688667554%2C4.366487296029976;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.849922688667554%2C4.366487296029976;50.8499226887, 4.3664872932;"{""coordinates"": [4.3664872932, 50.8499226887], ""type"": ""Point""}"
3203;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;L'Equinoxe;L'Equinoxe;L'Equinoxe;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.845828273087285%2C4.358781511829303;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.845828273087285%2C4.358781511829303;50.8458282695, 4.3587815132;"{""coordinates"": [4.3587815132, 50.8458282695], ""type"": ""Point""}"
5762;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Papier Beurre;Papier Beurre;Papier Beurre;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.848678146846%2C4.368348850657644;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.848678146846%2C4.368348850657644;50.8486781459, 4.3683488464;"{""coordinates"": [4.3683488464, 50.8486781459], ""type"": ""Point""}"
3217;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Pitta d'Or;Pitta d'Or;Pitta d'Or;;;1000;Bruxelles;Brussel;Nord;Noord;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Nord -  - 1000 Bruxelles;Noord -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.87141676812793%2C4.361097978406152;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87141676812793%2C4.361097978406152;50.8714167645, 4.3610979756;"{""coordinates"": [4.3610979756, 50.8714167645], ""type"": ""Point""}"
3842;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-ve/Ma-vr 9:00-18:00, WE 9:00-19:00;PMR;PBM;PRM;Gratuit;Gratis;Free;Le Kiosque;Le Kiosque;Le Kiosque;;;1000;Bruxelles;Brussel;Louise;Louiza;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Louise -  - 1000 Bruxelles;Louiza -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.80318646372533%2C4.381514164500952;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80318646372533%2C4.381514164500952;50.8031864673, 4.3815141631;"{""coordinates"": [4.3815141631, 50.8031864673], ""type"": ""Point""}"
3526;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;La tour de Plomb;La tour de Plomb;La tour de Plomb;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.84797061945911%2C4.339486418570644;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84797061945911%2C4.339486418570644;50.8479706186, 4.3394864172;"{""coordinates"": [4.3394864172, 50.8479706186], ""type"": ""Point""}"
7045;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;?;?;?;Payant;Betalend;Paying;;;;;;1020;Bruxelles;Brussel;Laeken;Laken;"toilette ? (réseau ""toilettes accueillantes"") / ? toilet (""gastvrije toiletten"" netwerk) / ? toilet (""accessible toilets"" network)";Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.89516912038376%2C4.341606828615007;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89516912038376%2C4.341606828615007;50.8951691249, 4.3416068229;"{""coordinates"": [4.3416068229, 50.8951691249], ""type"": ""Point""}"
7046;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";lu: 13-18 ma: fermé me-ve: 13-18 sa: 09-12;?;?;?;Gratuit;Gratis;Free;Bibliothèque Adolphe Max;Bibliothèque Adolphe Max;Bibliothèque Adolphe Max;;;1000;Bruxelles;Brussel;Nord-Est;Noord-Oost;"toilette ? (réseau ""toilettes accueillantes"") / ? toilet (""gastvrije toiletten"" netwerk) / ? toilet (""accessible toilets"" network)";Nord-Est -  - 1000 Bruxelles;Noord-Oost -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.848583307149326%2C4.37836295173608;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.848583307149326%2C4.37836295173608;50.8485833089, 4.3783629588;"{""coordinates"": [4.3783629588, 50.8485833089], ""type"": ""Point""}"
7048;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";lu-ma:13-18, me:10-18 je-ve:13-18;PMR;PBM;PRM;Gratuit;Gratis;Free;Biblothèque Charles Janssen;Biblothèque Charles Janssen;Biblothèque Charles Janssen;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.85369681439114%2C4.353697395980865;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85369681439114%2C4.353697395980865;50.853696818, 4.3536973974;"{""coordinates"": [4.3536973974, 50.853696818], ""type"": ""Point""}"
4804;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";?;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Grand Canal;Le Grand Canal;Le Grand Canal;;;1000;Bruxelles;Brussel;Nord;Noord;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Nord -  - 1000 Bruxelles;Noord -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.86255939369481%2C4.350634345210154;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86255939369481%2C4.350634345210154;50.8625593982, 4.3506343466;"{""coordinates"": [4.3506343466, 50.8625593982], ""type"": ""Point""}"
5763;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";Lu-Mer: 11-00 Jeu: 11-01 Ven-sam: 11-02 Dim: 13-00;PMR;PBM;PRM;Gratuit;Gratis;Free;Billie;Billie;Billie;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette PMR (réseau ""toilettes accueillantes"") / PBM toilet (""gastvrije toiletten"" netwerk) / PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.85016235483731%2C4.347419678259166;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85016235483731%2C4.347419678259166;50.8501623557, 4.3474196825;"{""coordinates"": [4.3474196825, 50.8501623557], ""type"": ""Point""}"
4164;Existant;Bestaand;Existing;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);?;PMR;PBM;PRM;Gratuit;Gratis;Free;Maison de Quartier Modèle;Maison de Quartier Modèle;Maison de Quartier Modèle;;;1020;Bruxelles;Brussel;Laeken;Laken;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.8951486500155%2C4.323415931753208;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8951486500155%2C4.323415931753208;50.8951486491, 4.3234159246;"{""coordinates"": [4.3234159246, 50.8951486491], ""type"": ""Point""}"
683;Existant;Bestaand;Existing;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;;;;;;1020;Bruxelles;Brussel;Laeken;Laken;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.89481596229226%2C4.340856378073165;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89481596229226%2C4.340856378073165;50.8948159614, 4.3408563767;"{""coordinates"": [4.3408563767, 50.8948159614], ""type"": ""Point""}"
969;Existant;Bestaand;Existing;Ville de Bruxelles;Stad Brussel;Ville de Bruxelles;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / Ville de Bruxelles);toilet (openbaar netwerk / Stad Brussel);toilet (public network / Ville de Bruxelles);24/24;PMR;PBM;PRM;Gratuit;Gratis;Free;;;;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;toilette PMR (réseau public) / PBM toilet (openbaar netwerk) / PRM toilet (public network);Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.8564510122205%2C4.35295701131874;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8564510122205%2C4.35295701131874;50.8564510149, 4.3529570085;"{""coordinates"": [4.3529570085, 50.8564510149], ""type"": ""Point""}"
1296;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";10:00 - 23:30;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;La Corte Gastronomica;La Corte Gastronomica;La Corte Gastronomica;;;1000;Bruxelles;Brussel;Pentagone;Vijfhoek;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Pentagone -  - 1000 Bruxelles;Vijfhoek -  - 1000 Brussel;https://www.google.com/maps/search/?api=1&query=50.8488753888068%2C4.3528096397743115;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8488753888068%2C4.3528096397743115;50.8488753852, 4.3528096341;"{""coordinates"": [4.3528096341, 50.8488753852], ""type"": ""Point""}"
1608;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";08:00 - 00:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Houba Taverne;Le Houba Taverne;Le Houba Taverne;;;1020;Bruxelles;Brussel;Laeken;Laken;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.888600326365406%2C4.339180776273805;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.888600326365406%2C4.339180776273805;50.88860033, 4.339180782;"{""coordinates"": [4.339180782, 50.88860033], ""type"": ""Point""}"
1610;Existant;Bestaand;Existing;gestionnaire privé;privé beheerder;private manager;"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";"réseau ""toilettes accueillantes""";"""gastvrije toiletten"" netwerk";"""accessible toilets"" network";toilette;toilet;toilet;"toilette (réseau ""toilettes accueillantes"" / gestionnaire privé)";"toilet (""gastvrije toiletten"" netwerk / privé beheerder)";"toilet (""accessible toilets"" network / private manager)";10:00 - 01:00;non PMR;niet PBM;not PRM;Gratuit;Gratis;Free;Le Marathon;Le Marathon;Le Marathon;;;1020;Bruxelles;Brussel;Laeken;Laken;"toilette non PMR (réseau ""toilettes accueillantes"") / niet PBM toilet (""gastvrije toiletten"" netwerk) / not PRM toilet (""accessible toilets"" network)";Laeken -  - 1020 Bruxelles;Laken -  - 1020 Brussel;https://www.google.com/maps/search/?api=1&query=50.894353736782264%2C4.331209390656093;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.894353736782264%2C4.331209390656093;50.8943537323, 4.3312093864;"{""coordinates"": [4.3312093864, 50.8943537323], ""type"": ""Point""}"
970;Existant;Bestaand;Existing;STIB;MIVB;STIB;réseau public;openbaar netwerk;public network;toilette publique;openbaar toilet;public toilet;toilette;toilet;toilet;toilette (réseau public / STIB);toilet (openbaar netwerk / MIVB);toilet (public network / STIB);24/24;non PMR;niet PBM;not PRM;Payant;Betalend;Paying;arrêt de tram STIB / tramhalte MIVB;arrêt de tram STIB / tramhalte MIVB;arrêt de tram STIB / tramhalte MIVB;;;1050;Bruxelles;Brussel;Louise;Louiza;toilette non PMR (réseau public) / niet PBM toilet (openbaar netwerk) / not PRM toilet (public network);Louise -  - 1050 Bruxelles;Louiza -  - 1050 Brussel;https://www.google.com/maps/search/?api=1&query=50.815229846329636%2C4.372130852905398;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.815229846329636%2C4.372130852905398;50.8152298463, 4.3721308501;"{""coordinates"": [4.3721308501, 50.8152298463], ""type"": ""Point""}"
